,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,rating
203,Australia,"This wine displays ample concentration in its inky color and potent aromas of dark berry fruit. There's a hint of raisining as well. In the mouth, it's mouthfilling but lacks a bit of texture; the flavors include dark plums, vanilla and hints of dried fruits, like figs and dates. With a finish that calls to mind chocolate fudge (minus the sugar), opt for drinking this wine over the relatively near term, now to 2020.",Green's Vineyard,92,70.0,South Australia,Barossa Valley,,Joe Czerwinski,@JoeCz,Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley),Shiraz,Kilikanoon,High
28283,US,"Rich and ripe, this has flavors of raspberries, cherries, cola and red currants, plus layers of exotic spices and toasty sandal-wood that change with every sniff and sip. With its silky texture and crisp acidity, it should develop over the next 6–8 years, but it's also wonderful now.",Flax Vineyard,93,60.0,California,Russian River Valley,Sonoma,,,Williams Selyem 2010 Flax Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Williams Selyem,High
45199,US,"This is a good everyday Sauvignon Blanc for drinking with chicken, ham sandwiches or fish tacos. Slightly sweet in orange and vanilla, it's accompanied by crisp acidity.",,84,12.0,California,Sonoma County,Sonoma,,,Kenwood 2011 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,Kenwood,Low
76318,Italy,"An initial touch of sulfur blows off quickly to reveal stone fruit, fresh cantaloupe and pear. The mouthfeel is lean and not particularly intense.",Santa Chiara,85,15.0,Tuscany,Vernaccia di San Gimignano,,,,Palagetto 2005 Santa Chiara  (Vernaccia di San Gimignano),Vernaccia,Palagetto,Low
42896,France,"91-93. Barrel sample. A lively, bright wine that's not too weighty. It has notes of mineral and citrus, with attractive acidity and just the right amount of balancing weight.",Barrel Sample,92,,Bordeaux,Pessac-Léognan,,Roger Voss,@vossroger,Château Bouscaut 2011 Barrel Sample  (Pessac-Léognan),Bordeaux-style White Blend,Château Bouscaut,High
49151,Austria,"Lovely red apple and biscuit notes emanate here to create the perfect balance between fruit and yeasty autolysis. Acidity streamlines the generous, full-fruited body while soft mousse amplifies all the rich, layered apple flavors. The midpalate texture and finish are impressive. This is the full, delicious package and will make a classy apéritif with enough character to accompany delicate, fine cuisine. The length speaks for itself: pure class. Zero dosage.",Blanc de Blancs,93,49.0,Österreichischer Sekt,,,Anne Krebiehl MW,@AnneInVino,Ebner-Ebenauer 2007 Blanc de Blancs Chardonnay (Österreichischer Sekt),Chardonnay,Ebner-Ebenauer,High
84372,France,"The wine is mature both in its orange-pink color and toasty flavors. It has fresh acidity, although that is less important than the almond and spice secondary flavors. Ripe and full in the mouth, this is a rich rosé with a soft, ready-to-drink aftertaste.",Grand Vintage Rosé,91,89.0,Champagne,Champagne,,Roger Voss,@vossroger,Moët & Chandon 2006 Grand Vintage Rosé  (Champagne),Champagne Blend,Moët & Chandon,High
62876,Spain,"Wiry berry aromas are jacked up with spice as well as stalky notes. There's a fair amount of astringency to the palate, while flavors of plum and red berries finish juicy but also briny and a touch horsey in flavor.",Reserva,86,23.0,Northern Spain,Rioja,,Michael Schachner,@wineschach,Castillo Labastida 2008 Reserva  (Rioja),Tempranillo Blend,Castillo Labastida,Low
28370,US,"Strong notes of lemongrass and pineapple jam mark this Sauvignon Blanc. It has a nice cut of acidity. While it's not particularly subtle, this is ready to drink now as a cocktail.",McGinley Vineyard,86,26.0,California,Santa Ynez Valley,Central Coast,,,Ojai 2010 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley),Sauvignon Blanc,Ojai,Low
69798,Italy,"Made with 40% Sangiovese, 40% Merlot and 20% Syrah, the nose has subdued aromas of red berry and cinnamon. The simple palate offers morello cherry and toast alongside evolved tannins. Enjoy soon.",Crebesco,86,22.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Valentini 2013 Crebesco Red (Toscana),Red Blend,Valentini,Low
24459,Argentina,"Fiery cherry, blackberry, spice, toast and animal aromas lead to a racy, intense, narrow palate. Plum, blackberry and peppery flavors finish with toastiness, spice and juicy acidity that highlights the high tones in this blend of three Malbec vineyards. Drink through 2022.",Selección de Bodega,91,40.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Doña Paula 2011 Selección de Bodega Malbec (Mendoza),Malbec,Doña Paula,High
31166,US,"Alluring aromas of moist earth, cassis bud, olive, nori, pipe tobacco, charcoal, funk and mineral give way to lithe fruit and savory flavors with an ultra soft feel. The texture is absolutely dazzling.",Impulsivo En Chamberlain Vineyard,93,95.0,Oregon,Walla Walla Valley (OR),Oregon Other,Sean P. Sullivan,@wawinereport,Cayuse 2014 Impulsivo En Chamberlain Vineyard Tempranillo (Walla Walla Valley (OR)),Tempranillo,Cayuse,High
72294,US,"Caramelized oak and honey give this estate wine an undeniable richness offset by a streak of rocky minerality. Smooth in texture, it's plush, lush and robustly full bodied, accented by green apple and melon. It celebrates a warm site, warm vintage and meticulous winemaking.",Finch Hollow,93,115.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Jarvis 2014 Finch Hollow Chardonnay (Napa Valley),Chardonnay,Jarvis,High
77507,US,"The highly anticipated best barrel blend from this pioneering Syrah producer offers bright blueberry and black currant aromas, enlivened by white pepper, lavender, milk chocolate and caramel. Violet floral notes power the attack, followed by waves of ripe purple fruit and cola, sarsaparilla and cocoa flavors. It's a crowd-pleaser: sultry and lush yet intensely focused.",Upslope,93,75.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Jaffurs 2013 Upslope Syrah (Santa Barbara County),Syrah,Jaffurs,High
5883,Italy,There's a distinctive mineral aspect that sets this wine apart. Those aromas recall white stone or slate and enhance the wine's elegance and food pairing potential. The mouth is bright and ripe with red cherry and fresh berry notes on the close. It would pair well with braised meat.,Riserva Ducale Oro,91,,Tuscany,Chianti Classico,,,,Ruffino 2004 Riserva Ducale Oro  (Chianti Classico),Sangiovese,Ruffino,High
80589,Australia,"The lime, pear and melon aromas and flavors are garnished with just a touch of vanilla. Picks up some vegetal lima bean notes on the palate, and the acids stick out a bit on the finish. Still, it's crisp and clean—and would go down easy after a hot round of golf.",,84,17.0,Victoria,Yarra Valley,,Joe Czerwinski,@JoeCz,Greg Norman Estates 2000 Chardonnay (Yarra Valley),Chardonnay,Greg Norman Estates,Low
33881,Italy,"This opens with muted aromas of yellow stone fruit and tomato vine while the rather lean palate offers unripe peach, citrus and mineral alongside brisk acidity.",,86,16.0,Northeastern Italy,Friuli Colli Orientali,,Kerin O’Keefe,@kerinokeefe,Dorigo 2014 Sauvignon (Friuli Colli Orientali),Sauvignon,Dorigo,Low
7428,France,"This is a fine, juicy and fruity wine. It has some firm, smoky tannins that are in the background. With its fruitiness, it is likely to be a wine that is ready to drink soon, certainly by 2017.",,87,16.0,Bordeaux,Bordeaux,,Roger Voss,@vossroger,Château Donjon de Bruignac 2014  Bordeaux,Bordeaux-style Red Blend,Château Donjon de Bruignac,Low
54762,US,"Good, but disappointing. Blackberry, mint, chocolate and black cherry flavors are pretty, but thin, and the weight on the palate, the way the wine feels, is light and watered down. This absence of depth lets the alcohol and tannins star. It's obviously well-made, but is not a wine for the cellar.",O.F.S.,87,50.0,California,Russian River Valley,Sonoma,,,De Loach 1998 O.F.S. Cabernet Sauvignon (Russian River Valley),Cabernet Sauvignon,De Loach,Low
56011,Austria,"Gentle fruit notes hint at yellow pear, cantaloupe melon and ripe apricot. On the palate, the fruit develops real drive and is edged by the yeasty spice so typical of Grüner, accentuated by appetizing apple tartness and citric lift. The more you savor, the more this gives.",Ried Wachtberg Reserve,93,42.0,Kremstal,,,Anne Krebiehl MW,@AnneInVino,Stadt Krems 2014 Ried Wachtberg Reserve Grüner Veltliner (Kremstal),Grüner Veltliner,Stadt Krems,High
33914,Spain,"A holdover from 1999, this varietal single-vineyard Cabernet offers tree bark, molasses and prune on the nose, while the palate has raspberry flavors sitting front and center, with drying tannins in support. It's a woody and grabby wine, with vanilla notes toward the end. And at eight years old, it doesn't appear as though it will improve beyond where it's at now. So drink soon.",Vinya La Scala Gran Reserva,86,55.0,Catalonia,Penedès,,Michael Schachner,@wineschach,Pago Jean Leon 1999 Vinya La Scala Gran Reserva Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Pago Jean Leon,Low
57364,Germany,"Intensely earthy at first, aeration opens up the nose of this rather savory off-dry Riesling, revealing fresher notes of lemon and lime peels. It's delicate in concentration, but tart green apple and citrus flavors are zestful.",Trittenheimer,86,13.0,Mosel,,,Anna Lee C. Iijima,,Bollig-Lehnert 2015 Trittenheimer Riesling (Mosel),Riesling,Bollig-Lehnert,Low
33336,Australia,"One of the most muscular of these multiple 2010 d'Arenberg Shiraz bottlings, Tyche's Mustard is full-bodied and burly, packed with dark, earthy notes of loam, black olive, and espresso. Despite its power, the finish is long and elegantly textured. Drink 2016–2030.",Tyche's Mustard Single Vineyard,91,85.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2010 Tyche's Mustard Single Vineyard Shiraz (McLaren Vale),Shiraz,D'Arenberg,High
57175,Germany,"A tang of salty minerals extends throughout this sublime spätlese. Intensely fruity, its sweet white-peach and mango flavors seem to fall on the tongue in crystalline shards. Light-footed and vibrantly acidic, it's a superbly balanced wine that drinks well now but should improve through 2024 and beyond.",Oberhäuser Brücke Spätlese,94,45.0,Nahe,,,Anna Lee C. Iijima,,Dönnhoff 2014 Oberhäuser Brücke Spätlese Riesling (Nahe),Riesling,Dönnhoff,High
56093,US,"This softly delicious, complex wine is one of the reasons why Pinot Noir has soared in popularity lately. Made from the Dijon clones that give such fruity wines in California, it's filled with raspberry, cherry and smoky cedar flavors, with the silky elegance you want from this variety. Drink this flashy wine soon, to fully appreciate the youthful fruit.",Reserve,93,57.0,California,Carneros,Napa-Sonoma,,,Frank Family 2010 Reserve Pinot Noir (Carneros),Pinot Noir,Frank Family,High
35989,US,"Aromas of this wine convey notes of roasted corn on the cob, popcorn and peach. The stone-fruit flavors are sweet and easygoing.",,86,10.0,America,,,Sean P. Sullivan,@wawinereport,Original House Wine 2013 Chardonnay (America),Chardonnay,Original House Wine,Low
63167,US,"A quick extraction yielded a pale peach color for this Vin Gris made from Cabernet Franc, Cabernet Sauvignon and Petit Verdot. Delicate aromas of candied banana and peach lead to a palate driven by pink grapefruit.",Vin Gris,85,18.0,Virginia,Virginia,,Alexander Peartree,,Chateau Morrisette 2014 Vin Gris Rosé (Virginia),Rosé,Chateau Morrisette,Low
21714,France,"There is no question about the wood here. It dominates the aroma and the palate, burying the fruit in a smooth, vanilla character. It is a pleasure to drink, but seems to have removed itself from Beaujolais.",Cuvée Elevé en Fût de Chêne,87,,Beaujolais,Moulin-à-Vent,,Roger Voss,@vossroger,Georges Duboeuf 2009 Cuvée Elevé en Fût de Chêne  (Moulin-à-Vent),Gamay,Georges Duboeuf,Low
55787,France,"A very fresh, very crisp wine that has initially shocking acidity. Then, as it opens up, more subtle apple and citrus fruits appear, keeping the cool character of the wine while adding more complexity.",Cabriole,86,24.0,France Other,Vin Mousseux,,Roger Voss,@vossroger,Domaine de Gensac NV Cabriole Sparkling (Vin Mousseux),Sparkling Blend,Domaine de Gensac,Low
16938,US,"The honeyed richness of this Chardonnay is balanced by crisp acidity and a hint of minerals. It's ripe and forward in orange, apricot and tropical fruits, and the texture is creamy smooth. Easy to drink now.",Ivywood,87,35.0,California,Russian River Valley,Sonoma,,,VML 2011 Ivywood Chardonnay (Russian River Valley),Chardonnay,VML,Low
39699,France,"Named after the outcropping of gravel on which the vines are planted, this second wine of Fourcas-Dupré is Merlot-based. With its smoky tannins and strong flavors of wood, it needs to fill out with the blackberry fruits that lie in the background. That won't take long and the wine will be ready to drink from late 2016.",Cuvée Hautes Terres,87,25.0,Bordeaux,Listrac-Médoc,,Roger Voss,@vossroger,Château Fourcas Dupré 2012 Cuvée Hautes Terres  (Listrac-Médoc),Bordeaux-style Red Blend,Château Fourcas Dupré,Low
20464,France,"This is a fresh, medium-bodied white with a touch of honeysuckle on the nose and straightforward flavors that hints of orange and peach. A touch of spice adds interest to the modest finish. Drink now.",Coudoulet de Beaucastel,86,37.0,Rhône Valley,Côtes du Rhône,,Joe Czerwinski,@JoeCz,Château de Beaucastel 2006 Coudoulet de Beaucastel White (Côtes du Rhône),Rhône-style White Blend,Château de Beaucastel,Low
16188,US,"Very acidic, almost sour, which gives the citrus fruit flavors a lemondrop throat lozenge taste. Sure does get the tastebuds whistling.",Unoaked,85,17.0,California,Sta. Rita Hills,Central Coast,,,Lincourt 2010 Unoaked Chardonnay (Sta. Rita Hills),Chardonnay,Lincourt,Low
5770,Italy,"Aromas of overripe cherry, vanilla extract, toast and espresso continue to the palate, along with dark chocolate and oak. The palate has rough, astringent wood tannins that gives this a bitter, drying close.",,87,,Tuscany,Brunello di Montalcino,,Kerin O’Keefe,@kerinokeefe,Cava d'Onice 2009  Brunello di Montalcino,Sangiovese,Cava d'Onice,Low
